Date,Last Idx,Product Group Name,Product Name,Brand,Model Name,Model Code,Region,Country Code,Site Type,Site,Remarks,Sentiment,CEJ,Category,Sentence (English),Comments (English),Comments (Original),Verified Purchase,Syndication,Rating
24-01-23,58307837,dw,top_control,BOSCH,100_series,SHXM4AY55N,,us,retail,costco,,Neutral,,,"I check again, get told it's ok.","[ Delivery logistics nightmare ] || ---------------- || I ordered the dishwasher in November and got a message from Costco with an early December delivery date. The installer then gave me 1/22 as the soonest available date. I called Costco to see if this was correct, no other installers? Meanwhile I'm getting emails from Costco saying I hadn't set up delivery. Costco comes back with an earlier date, which comes and goes, they made a mistake. Ok. Still more emails about me not having set up delivery. Now they are threatening to send the dishwasher back if I don't accept delivery soon. I check again, get told it's ok. Finally I get called by installer confirming 1/22 for delivery. Costco sends email, it's on its way! Then I get an email that the delivery was cancelled and the dishwasher was returned, on the day of the delivery. What? I called Costco, eventually got a return call. They don't know what's going on. The installer shows up with the dishwasher and installs it as Costco calls back canceling the return. I have never had an appliance delivery take so long, with so much miscommunication, and such poor customer service. Costco, you do so much right, it's mind boggling to see you do appliance delivery so poorly. The machine is okay. Not as good a quality as I'd hoped. That's what I get for buying on line and not seeing it in person. Several lessons learned.","[ Delivery logistics nightmare ] || ---------------- || I ordered the dishwasher in November and got a message from Costco with an early December delivery date. The installer then gave me 1/22 as the soonest available date. I called Costco to see if this was correct, no other installers? Meanwhile I’m getting emails from Costco saying I hadn’t set up delivery. Costco comes back with an earlier date, which comes and goes, they made a mistake. Ok. Still more emails about me not having set up delivery. Now they are threatening to send the dishwasher back if I don’t accept delivery soon. I check again, get told it’s ok. Finally I get called by installer confirming 1/22 for delivery. Costco sends email, it’s on its way! Then I get an email that the delivery was cancelled and the dishwasher was returned, on the day of the delivery. What? I called Costco, eventually got a return call. They don’t know what’s going on. The installer shows up with the dishwasher and installs it as Costco calls back canceling the return. I have never had an appliance delivery take so long, with so much miscommunication, and such poor customer service. Costco, you do so much right, it’s mind boggling to see you do appliance delivery so poorly. The machine is okay. Not as good a quality as I’d hoped. That’s what I get for buying on line and not seeing it in person. Several lessons learned.",,,3.0
24-01-23,58307837,dw,top_control,BOSCH,100_series,SHXM4AY55N,,us,retail,costco,,Neutral,"deliver,onboard",Delivery_Installation,Finally I get called by installer confirming 1/22 for delivery.,"[ Delivery logistics nightmare ] || ---------------- || I ordered the dishwasher in November and got a message from Costco with an early December delivery date. The installer then gave me 1/22 as the soonest available date. I called Costco to see if this was correct, no other installers? Meanwhile I'm getting emails from Costco saying I hadn't set up delivery. Costco comes back with an earlier date, which comes and goes, they made a mistake. Ok. Still more emails about me not having set up delivery. Now they are threatening to send the dishwasher back if I don't accept delivery soon. I check again, get told it's ok. Finally I get called by installer confirming 1/22 for delivery. Costco sends email, it's on its way! Then I get an email that the delivery was cancelled and the dishwasher was returned, on the day of the delivery. What? I called Costco, eventually got a return call. They don't know what's going on. The installer shows up with the dishwasher and installs it as Costco calls back canceling the return. I have never had an appliance delivery take so long, with so much miscommunication, and such poor customer service. Costco, you do so much right, it's mind boggling to see you do appliance delivery so poorly. The machine is okay. Not as good a quality as I'd hoped. That's what I get for buying on line and not seeing it in person. Several lessons learned.","[ Delivery logistics nightmare ] || ---------------- || I ordered the dishwasher in November and got a message from Costco with an early December delivery date. The installer then gave me 1/22 as the soonest available date. I called Costco to see if this was correct, no other installers? Meanwhile I’m getting emails from Costco saying I hadn’t set up delivery. Costco comes back with an earlier date, which comes and goes, they made a mistake. Ok. Still more emails about me not having set up delivery. Now they are threatening to send the dishwasher back if I don’t accept delivery soon. I check again, get told it’s ok. Finally I get called by installer confirming 1/22 for delivery. Costco sends email, it’s on its way! Then I get an email that the delivery was cancelled and the dishwasher was returned, on the day of the delivery. What? I called Costco, eventually got a return call. They don’t know what’s going on. The installer shows up with the dishwasher and installs it as Costco calls back canceling the return. I have never had an appliance delivery take so long, with so much miscommunication, and such poor customer service. Costco, you do so much right, it’s mind boggling to see you do appliance delivery so poorly. The machine is okay. Not as good a quality as I’d hoped. That’s what I get for buying on line and not seeing it in person. Several lessons learned.",,,3.0
24-01-23,58307837,dw,top_control,BOSCH,100_series,SHXM4AY55N,,us,retail,costco,,Neutral,,Service,"Costco sends email, it's on its way!","[ Delivery logistics nightmare ] || ---------------- || I ordered the dishwasher in November and got a message from Costco with an early December delivery date. The installer then gave me 1/22 as the soonest available date. I called Costco to see if this was correct, no other installers? Meanwhile I'm getting emails from Costco saying I hadn't set up delivery. Costco comes back with an earlier date, which comes and goes, they made a mistake. Ok. Still more emails about me not having set up delivery. Now they are threatening to send the dishwasher back if I don't accept delivery soon. I check again, get told it's ok. Finally I get called by installer confirming 1/22 for delivery. Costco sends email, it's on its way! Then I get an email that the delivery was cancelled and the dishwasher was returned, on the day of the delivery. What? I called Costco, eventually got a return call. They don't know what's going on. The installer shows up with the dishwasher and installs it as Costco calls back canceling the return. I have never had an appliance delivery take so long, with so much miscommunication, and such poor customer service. Costco, you do so much right, it's mind boggling to see you do appliance delivery so poorly. The machine is okay. Not as good a quality as I'd hoped. That's what I get for buying on line and not seeing it in person. Several lessons learned.","[ Delivery logistics nightmare ] || ---------------- || I ordered the dishwasher in November and got a message from Costco with an early December delivery date. The installer then gave me 1/22 as the soonest available date. I called Costco to see if this was correct, no other installers? Meanwhile I’m getting emails from Costco saying I hadn’t set up delivery. Costco comes back with an earlier date, which comes and goes, they made a mistake. Ok. Still more emails about me not having set up delivery. Now they are threatening to send the dishwasher back if I don’t accept delivery soon. I check again, get told it’s ok. Finally I get called by installer confirming 1/22 for delivery. Costco sends email, it’s on its way! Then I get an email that the delivery was cancelled and the dishwasher was returned, on the day of the delivery. What? I called Costco, eventually got a return call. They don’t know what’s going on. The installer shows up with the dishwasher and installs it as Costco calls back canceling the return. I have never had an appliance delivery take so long, with so much miscommunication, and such poor customer service. Costco, you do so much right, it’s mind boggling to see you do appliance delivery so poorly. The machine is okay. Not as good a quality as I’d hoped. That’s what I get for buying on line and not seeing it in person. Several lessons learned.",,,3.0
24-01-23,58307837,dw,top_control,BOSCH,100_series,SHXM4AY55N,,us,retail,costco,,Very Negative,"deliver,maintain",Delivery_Installation,"Then I get an email that the delivery was cancelled and the dishwasher was returned, on the day of the delivery.","[ Delivery logistics nightmare ] || ---------------- || I ordered the dishwasher in November and got a message from Costco with an early December delivery date. The installer then gave me 1/22 as the soonest available date. I called Costco to see if this was correct, no other installers? Meanwhile I'm getting emails from Costco saying I hadn't set up delivery. Costco comes back with an earlier date, which comes and goes, they made a mistake. Ok. Still more emails about me not having set up delivery. Now they are threatening to send the dishwasher back if I don't accept delivery soon. I check again, get told it's ok. Finally I get called by installer confirming 1/22 for delivery. Costco sends email, it's on its way! Then I get an email that the delivery was cancelled and the dishwasher was returned, on the day of the delivery. What? I called Costco, eventually got a return call. They don't know what's going on. The installer shows up with the dishwasher and installs it as Costco calls back canceling the return. I have never had an appliance delivery take so long, with so much miscommunication, and such poor customer service. Costco, you do so much right, it's mind boggling to see you do appliance delivery so poorly. The machine is okay. Not as good a quality as I'd hoped. That's what I get for buying on line and not seeing it in person. Several lessons learned.","[ Delivery logistics nightmare ] || ---------------- || I ordered the dishwasher in November and got a message from Costco with an early December delivery date. The installer then gave me 1/22 as the soonest available date. I called Costco to see if this was correct, no other installers? Meanwhile I’m getting emails from Costco saying I hadn’t set up delivery. Costco comes back with an earlier date, which comes and goes, they made a mistake. Ok. Still more emails about me not having set up delivery. Now they are threatening to send the dishwasher back if I don’t accept delivery soon. I check again, get told it’s ok. Finally I get called by installer confirming 1/22 for delivery. Costco sends email, it’s on its way! Then I get an email that the delivery was cancelled and the dishwasher was returned, on the day of the delivery. What? I called Costco, eventually got a return call. They don’t know what’s going on. The installer shows up with the dishwasher and installs it as Costco calls back canceling the return. I have never had an appliance delivery take so long, with so much miscommunication, and such poor customer service. Costco, you do so much right, it’s mind boggling to see you do appliance delivery so poorly. The machine is okay. Not as good a quality as I’d hoped. That’s what I get for buying on line and not seeing it in person. Several lessons learned.",,,3.0
24-01-23,58307837,dw,top_control,BOSCH,100_series,SHXM4AY55N,,us,retail,costco,,Neutral,,,What?,"[ Delivery logistics nightmare ] || ---------------- || I ordered the dishwasher in November and got a message from Costco with an early December delivery date. The installer then gave me 1/22 as the soonest available date. I called Costco to see if this was correct, no other installers? Meanwhile I'm getting emails from Costco saying I hadn't set up delivery. Costco comes back with an earlier date, which comes and goes, they made a mistake. Ok. Still more emails about me not having set up delivery. Now they are threatening to send the dishwasher back if I don't accept delivery soon. I check again, get told it's ok. Finally I get called by installer confirming 1/22 for delivery. Costco sends email, it's on its way! Then I get an email that the delivery was cancelled and the dishwasher was returned, on the day of the delivery. What? I called Costco, eventually got a return call. They don't know what's going on. The installer shows up with the dishwasher and installs it as Costco calls back canceling the return. I have never had an appliance delivery take so long, with so much miscommunication, and such poor customer service. Costco, you do so much right, it's mind boggling to see you do appliance delivery so poorly. The machine is okay. Not as good a quality as I'd hoped. That's what I get for buying on line and not seeing it in person. Several lessons learned.","[ Delivery logistics nightmare ] || ---------------- || I ordered the dishwasher in November and got a message from Costco with an early December delivery date. The installer then gave me 1/22 as the soonest available date. I called Costco to see if this was correct, no other installers? Meanwhile I’m getting emails from Costco saying I hadn’t set up delivery. Costco comes back with an earlier date, which comes and goes, they made a mistake. Ok. Still more emails about me not having set up delivery. Now they are threatening to send the dishwasher back if I don’t accept delivery soon. I check again, get told it’s ok. Finally I get called by installer confirming 1/22 for delivery. Costco sends email, it’s on its way! Then I get an email that the delivery was cancelled and the dishwasher was returned, on the day of the delivery. What? I called Costco, eventually got a return call. They don’t know what’s going on. The installer shows up with the dishwasher and installs it as Costco calls back canceling the return. I have never had an appliance delivery take so long, with so much miscommunication, and such poor customer service. Costco, you do so much right, it’s mind boggling to see you do appliance delivery so poorly. The machine is okay. Not as good a quality as I’d hoped. That’s what I get for buying on line and not seeing it in person. Several lessons learned.",,,3.0
24-01-23,58307837,dw,top_control,BOSCH,100_series,SHXM4AY55N,,us,retail,costco,,Neutral,"maintain,replace",Service,"I called Costco, eventually got a return call.","[ Delivery logistics nightmare ] || ---------------- || I ordered the dishwasher in November and got a message from Costco with an early December delivery date. The installer then gave me 1/22 as the soonest available date. I called Costco to see if this was correct, no other installers? Meanwhile I'm getting emails from Costco saying I hadn't set up delivery. Costco comes back with an earlier date, which comes and goes, they made a mistake. Ok. Still more emails about me not having set up delivery. Now they are threatening to send the dishwasher back if I don't accept delivery soon. I check again, get told it's ok. Finally I get called by installer confirming 1/22 for delivery. Costco sends email, it's on its way! Then I get an email that the delivery was cancelled and the dishwasher was returned, on the day of the delivery. What? I called Costco, eventually got a return call. They don't know what's going on. The installer shows up with the dishwasher and installs it as Costco calls back canceling the return. I have never had an appliance delivery take so long, with so much miscommunication, and such poor customer service. Costco, you do so much right, it's mind boggling to see you do appliance delivery so poorly. The machine is okay. Not as good a quality as I'd hoped. That's what I get for buying on line and not seeing it in person. Several lessons learned.","[ Delivery logistics nightmare ] || ---------------- || I ordered the dishwasher in November and got a message from Costco with an early December delivery date. The installer then gave me 1/22 as the soonest available date. I called Costco to see if this was correct, no other installers? Meanwhile I’m getting emails from Costco saying I hadn’t set up delivery. Costco comes back with an earlier date, which comes and goes, they made a mistake. Ok. Still more emails about me not having set up delivery. Now they are threatening to send the dishwasher back if I don’t accept delivery soon. I check again, get told it’s ok. Finally I get called by installer confirming 1/22 for delivery. Costco sends email, it’s on its way! Then I get an email that the delivery was cancelled and the dishwasher was returned, on the day of the delivery. What? I called Costco, eventually got a return call. They don’t know what’s going on. The installer shows up with the dishwasher and installs it as Costco calls back canceling the return. I have never had an appliance delivery take so long, with so much miscommunication, and such poor customer service. Costco, you do so much right, it’s mind boggling to see you do appliance delivery so poorly. The machine is okay. Not as good a quality as I’d hoped. That’s what I get for buying on line and not seeing it in person. Several lessons learned.",,,3.0
24-01-23,58307837,dw,top_control,BOSCH,100_series,SHXM4AY55N,,us,retail,costco,,Neutral,,,They don't know what's going on.,"[ Delivery logistics nightmare ] || ---------------- || I ordered the dishwasher in November and got a message from Costco with an early December delivery date. The installer then gave me 1/22 as the soonest available date. I called Costco to see if this was correct, no other installers? Meanwhile I'm getting emails from Costco saying I hadn't set up delivery. Costco comes back with an earlier date, which comes and goes, they made a mistake. Ok. Still more emails about me not having set up delivery. Now they are threatening to send the dishwasher back if I don't accept delivery soon. I check again, get told it's ok. Finally I get called by installer confirming 1/22 for delivery. Costco sends email, it's on its way! Then I get an email that the delivery was cancelled and the dishwasher was returned, on the day of the delivery. What? I called Costco, eventually got a return call. They don't know what's going on. The installer shows up with the dishwasher and installs it as Costco calls back canceling the return. I have never had an appliance delivery take so long, with so much miscommunication, and such poor customer service. Costco, you do so much right, it's mind boggling to see you do appliance delivery so poorly. The machine is okay. Not as good a quality as I'd hoped. That's what I get for buying on line and not seeing it in person. Several lessons learned.","[ Delivery logistics nightmare ] || ---------------- || I ordered the dishwasher in November and got a message from Costco with an early December delivery date. The installer then gave me 1/22 as the soonest available date. I called Costco to see if this was correct, no other installers? Meanwhile I’m getting emails from Costco saying I hadn’t set up delivery. Costco comes back with an earlier date, which comes and goes, they made a mistake. Ok. Still more emails about me not having set up delivery. Now they are threatening to send the dishwasher back if I don’t accept delivery soon. I check again, get told it’s ok. Finally I get called by installer confirming 1/22 for delivery. Costco sends email, it’s on its way! Then I get an email that the delivery was cancelled and the dishwasher was returned, on the day of the delivery. What? I called Costco, eventually got a return call. They don’t know what’s going on. The installer shows up with the dishwasher and installs it as Costco calls back canceling the return. I have never had an appliance delivery take so long, with so much miscommunication, and such poor customer service. Costco, you do so much right, it’s mind boggling to see you do appliance delivery so poorly. The machine is okay. Not as good a quality as I’d hoped. That’s what I get for buying on line and not seeing it in person. Several lessons learned.",,,3.0
24-01-23,58307837,dw,top_control,BOSCH,100_series,SHXM4AY55N,,us,retail,costco,,Neutral,onboard,Delivery_Installation,The installer shows up with the dishwasher and installs it as Costco calls back cancelling the return.,"[ Delivery logistics nightmare ] || ---------------- || I ordered the dishwasher in November and got a message from Costco with an early December delivery date. The installer then gave me 1/22 as the soonest available date. I called Costco to see if this was correct, no other installers? Meanwhile I'm getting emails from Costco saying I hadn't set up delivery. Costco comes back with an earlier date, which comes and goes, they made a mistake. Ok. Still more emails about me not having set up delivery. Now they are threatening to send the dishwasher back if I don't accept delivery soon. I check again, get told it's ok. Finally I get called by installer confirming 1/22 for delivery. Costco sends email, it's on its way! Then I get an email that the delivery was cancelled and the dishwasher was returned, on the day of the delivery. What? I called Costco, eventually got a return call. They don't know what's going on. The installer shows up with the dishwasher and installs it as Costco calls back canceling the return. I have never had an appliance delivery take so long, with so much miscommunication, and such poor customer service. Costco, you do so much right, it's mind boggling to see you do appliance delivery so poorly. The machine is okay. Not as good a quality as I'd hoped. That's what I get for buying on line and not seeing it in person. Several lessons learned.","[ Delivery logistics nightmare ] || ---------------- || I ordered the dishwasher in November and got a message from Costco with an early December delivery date. The installer then gave me 1/22 as the soonest available date. I called Costco to see if this was correct, no other installers? Meanwhile I’m getting emails from Costco saying I hadn’t set up delivery. Costco comes back with an earlier date, which comes and goes, they made a mistake. Ok. Still more emails about me not having set up delivery. Now they are threatening to send the dishwasher back if I don’t accept delivery soon. I check again, get told it’s ok. Finally I get called by installer confirming 1/22 for delivery. Costco sends email, it’s on its way! Then I get an email that the delivery was cancelled and the dishwasher was returned, on the day of the delivery. What? I called Costco, eventually got a return call. They don’t know what’s going on. The installer shows up with the dishwasher and installs it as Costco calls back canceling the return. I have never had an appliance delivery take so long, with so much miscommunication, and such poor customer service. Costco, you do so much right, it’s mind boggling to see you do appliance delivery so poorly. The machine is okay. Not as good a quality as I’d hoped. That’s what I get for buying on line and not seeing it in person. Several lessons learned.",,,3.0
24-01-23,58307837,dw,top_control,BOSCH,100_series,SHXM4AY55N,,us,retail,costco,,Neutral,onboard,Service,The installer shows up with the dishwasher and installs it as Costco calls back cancelling the return.,"[ Delivery logistics nightmare ] || ---------------- || I ordered the dishwasher in November and got a message from Costco with an early December delivery date. The installer then gave me 1/22 as the soonest available date. I called Costco to see if this was correct, no other installers? Meanwhile I'm getting emails from Costco saying I hadn't set up delivery. Costco comes back with an earlier date, which comes and goes, they made a mistake. Ok. Still more emails about me not having set up delivery. Now they are threatening to send the dishwasher back if I don't accept delivery soon. I check again, get told it's ok. Finally I get called by installer confirming 1/22 for delivery. Costco sends email, it's on its way! Then I get an email that the delivery was cancelled and the dishwasher was returned, on the day of the delivery. What? I called Costco, eventually got a return call. They don't know what's going on. The installer shows up with the dishwasher and installs it as Costco calls back canceling the return. I have never had an appliance delivery take so long, with so much miscommunication, and such poor customer service. Costco, you do so much right, it's mind boggling to see you do appliance delivery so poorly. The machine is okay. Not as good a quality as I'd hoped. That's what I get for buying on line and not seeing it in person. Several lessons learned.","[ Delivery logistics nightmare ] || ---------------- || I ordered the dishwasher in November and got a message from Costco with an early December delivery date. The installer then gave me 1/22 as the soonest available date. I called Costco to see if this was correct, no other installers? Meanwhile I’m getting emails from Costco saying I hadn’t set up delivery. Costco comes back with an earlier date, which comes and goes, they made a mistake. Ok. Still more emails about me not having set up delivery. Now they are threatening to send the dishwasher back if I don’t accept delivery soon. I check again, get told it’s ok. Finally I get called by installer confirming 1/22 for delivery. Costco sends email, it’s on its way! Then I get an email that the delivery was cancelled and the dishwasher was returned, on the day of the delivery. What? I called Costco, eventually got a return call. They don’t know what’s going on. The installer shows up with the dishwasher and installs it as Costco calls back canceling the return. I have never had an appliance delivery take so long, with so much miscommunication, and such poor customer service. Costco, you do so much right, it’s mind boggling to see you do appliance delivery so poorly. The machine is okay. Not as good a quality as I’d hoped. That’s what I get for buying on line and not seeing it in person. Several lessons learned.",,,3.0
24-01-23,58307837,dw,top_control,BOSCH,100_series,SHXM4AY55N,,us,retail,costco,,Very Negative,deliver,Delivery_Installation,"I have never had an appliance delivery take so long, with so much miscommunication, and such poor customer service.","[ Delivery logistics nightmare ] || ---------------- || I ordered the dishwasher in November and got a message from Costco with an early December delivery date. The installer then gave me 1/22 as the soonest available date. I called Costco to see if this was correct, no other installers? Meanwhile I'm getting emails from Costco saying I hadn't set up delivery. Costco comes back with an earlier date, which comes and goes, they made a mistake. Ok. Still more emails about me not having set up delivery. Now they are threatening to send the dishwasher back if I don't accept delivery soon. I check again, get told it's ok. Finally I get called by installer confirming 1/22 for delivery. Costco sends email, it's on its way! Then I get an email that the delivery was cancelled and the dishwasher was returned, on the day of the delivery. What? I called Costco, eventually got a return call. They don't know what's going on. The installer shows up with the dishwasher and installs it as Costco calls back canceling the return. I have never had an appliance delivery take so long, with so much miscommunication, and such poor customer service. Costco, you do so much right, it's mind boggling to see you do appliance delivery so poorly. The machine is okay. Not as good a quality as I'd hoped. That's what I get for buying on line and not seeing it in person. Several lessons learned.","[ Delivery logistics nightmare ] || ---------------- || I ordered the dishwasher in November and got a message from Costco with an early December delivery date. The installer then gave me 1/22 as the soonest available date. I called Costco to see if this was correct, no other installers? Meanwhile I’m getting emails from Costco saying I hadn’t set up delivery. Costco comes back with an earlier date, which comes and goes, they made a mistake. Ok. Still more emails about me not having set up delivery. Now they are threatening to send the dishwasher back if I don’t accept delivery soon. I check again, get told it’s ok. Finally I get called by installer confirming 1/22 for delivery. Costco sends email, it’s on its way! Then I get an email that the delivery was cancelled and the dishwasher was returned, on the day of the delivery. What? I called Costco, eventually got a return call. They don’t know what’s going on. The installer shows up with the dishwasher and installs it as Costco calls back canceling the return. I have never had an appliance delivery take so long, with so much miscommunication, and such poor customer service. Costco, you do so much right, it’s mind boggling to see you do appliance delivery so poorly. The machine is okay. Not as good a quality as I’d hoped. That’s what I get for buying on line and not seeing it in person. Several lessons learned.",,,3.0
24-01-23,58307837,dw,top_control,BOSCH,100_series,SHXM4AY55N,,us,retail,costco,,Very Negative,deliver,Service,"I have never had an appliance delivery take so long, with so much miscommunication, and such poor customer service.","[ Delivery logistics nightmare ] || ---------------- || I ordered the dishwasher in November and got a message from Costco with an early December delivery date. The installer then gave me 1/22 as the soonest available date. I called Costco to see if this was correct, no other installers? Meanwhile I'm getting emails from Costco saying I hadn't set up delivery. Costco comes back with an earlier date, which comes and goes, they made a mistake. Ok. Still more emails about me not having set up delivery. Now they are threatening to send the dishwasher back if I don't accept delivery soon. I check again, get told it's ok. Finally I get called by installer confirming 1/22 for delivery. Costco sends email, it's on its way! Then I get an email that the delivery was cancelled and the dishwasher was returned, on the day of the delivery. What? I called Costco, eventually got a return call. They don't know what's going on. The installer shows up with the dishwasher and installs it as Costco calls back canceling the return. I have never had an appliance delivery take so long, with so much miscommunication, and such poor customer service. Costco, you do so much right, it's mind boggling to see you do appliance delivery so poorly. The machine is okay. Not as good a quality as I'd hoped. That's what I get for buying on line and not seeing it in person. Several lessons learned.","[ Delivery logistics nightmare ] || ---------------- || I ordered the dishwasher in November and got a message from Costco with an early December delivery date. The installer then gave me 1/22 as the soonest available date. I called Costco to see if this was correct, no other installers? Meanwhile I’m getting emails from Costco saying I hadn’t set up delivery. Costco comes back with an earlier date, which comes and goes, they made a mistake. Ok. Still more emails about me not having set up delivery. Now they are threatening to send the dishwasher back if I don’t accept delivery soon. I check again, get told it’s ok. Finally I get called by installer confirming 1/22 for delivery. Costco sends email, it’s on its way! Then I get an email that the delivery was cancelled and the dishwasher was returned, on the day of the delivery. What? I called Costco, eventually got a return call. They don’t know what’s going on. The installer shows up with the dishwasher and installs it as Costco calls back canceling the return. I have never had an appliance delivery take so long, with so much miscommunication, and such poor customer service. Costco, you do so much right, it’s mind boggling to see you do appliance delivery so poorly. The machine is okay. Not as good a quality as I’d hoped. That’s what I get for buying on line and not seeing it in person. Several lessons learned.",,,3.0
