Date,Last Idx,Product Group Name,Product Name,Brand,Model Name,Model Code,Region,Country Code,Site Type,Site,Remarks,Sentiment,CEJ,Category,Sentence (English),Comments (English),Comments (Original),Verified Purchase,Syndication,Rating
24-06-26,62350146,dw,dishwasher,LG,,,ASIA,kr,blog,naver_blog,om,Positive,,Easy_Use,I enjoyed reading the good information.,I enjoyed reading the good information. thank you,좋은정보 잘 보고 갑니다.감사합니다.,,,unrated
24-06-26,62350146,dw,dishwasher,LG,,,ASIA,kr,blog,naver_blog,om,,,,thank you,I enjoyed reading the good information. thank you,좋은정보 잘 보고 갑니다.감사합니다.,,,unrated
24-06-26,62350153,dw,dishwasher,SAMSUNG,,,ASIA,kr,cafe,naver_cafe,om,Neutral,use,,"It's been a while since I bought a dishwasher, and I use the Ecover All-in-One detergent by cutting it in half.","It's been a while since I bought a dishwasher, and I use the Ecover All-in-One detergent by cutting it in half. Should I reduce it further?",식세기 산지 얼마 안되었구요 세제는 에코버올인원 반으로 잘라서 쓰고 있어요…..ㅠㅠ 더 줄여야 하나바여,,,unrated
24-06-26,62350153,dw,dishwasher,SAMSUNG,,,ASIA,kr,cafe,naver_cafe,om,Neutral,,Design,Should I reduce it further?,"It's been a while since I bought a dishwasher, and I use the Ecover All-in-One detergent by cutting it in half. Should I reduce it further?",식세기 산지 얼마 안되었구요 세제는 에코버올인원 반으로 잘라서 쓰고 있어요…..ㅠㅠ 더 줄여야 하나바여,,,unrated
24-06-26,62350154,dw,dishwasher,SAMSUNG,,,ASIA,kr,cafe,naver_cafe,om,Neutral,use,Easy_Use,"I use half of it, but there are times when I add rinse and I don't know why.","I use half of it, but there are times when I add rinse and I don't know why.",전 반의 반 쓰는데 저럴 때 있어요 헹굼 추가하는데 왜 그런지 모르겠어요,,,unrated
24-06-26,62350155,dw,dishwasher,SAMSUNG,,,ASIA,kr,cafe,naver_cafe,om,Negative,use,,I don't trust the dishwasher.,"I don't trust the dishwasher. Even after washing it, I use it again.",식세기 믿음이 안가여…ㅠ 세척 끝나고도 또 손가고 ㅠㅠㅠㅠㅠㅠ,,,unrated
24-06-26,62350155,dw,dishwasher,SAMSUNG,,,ASIA,kr,cafe,naver_cafe,om,Neutral,use,,"Even after washing it, I use it again.","I don't trust the dishwasher. Even after washing it, I use it again.",식세기 믿음이 안가여…ㅠ 세척 끝나고도 또 손가고 ㅠㅠㅠㅠㅠㅠ,,,unrated
24-06-26,62350152,dw,dishwasher,SAMSUNG,,,ASIA,kr,cafe,naver_cafe,om,Neutral,use,,How much detergent do you use?,"How much detergent do you use? I think it would be a good idea to use a smaller amount of detergent. If it's been a while since you used the dishwasher, it's a good idea to clean the inside by sterilizing the dishwasher.",세제는 얼마나 쓰세요?? 세제양을 좀 더 줄여서 쓰는게 좋을것 같아요~ 식기세척기 사용한지 좀 됐으면 통살균으로 내부 세척도 함 해보는게 좋아요,,,unrated
24-06-26,62350152,dw,dishwasher,SAMSUNG,,,ASIA,kr,cafe,naver_cafe,om,Neutral,use,,I think it would be a good idea to use a smaller amount of detergent.,"How much detergent do you use? I think it would be a good idea to use a smaller amount of detergent. If it's been a while since you used the dishwasher, it's a good idea to clean the inside by sterilizing the dishwasher.",세제는 얼마나 쓰세요?? 세제양을 좀 더 줄여서 쓰는게 좋을것 같아요~ 식기세척기 사용한지 좀 됐으면 통살균으로 내부 세척도 함 해보는게 좋아요,,,unrated
24-06-26,62350152,dw,dishwasher,SAMSUNG,,,ASIA,kr,cafe,naver_cafe,om,Neutral,use,,"If it's been a while since you used the dishwasher, it's a good idea to clean the inside by sterilizing the dishwasher.","How much detergent do you use? I think it would be a good idea to use a smaller amount of detergent. If it's been a while since you used the dishwasher, it's a good idea to clean the inside by sterilizing the dishwasher.",세제는 얼마나 쓰세요?? 세제양을 좀 더 줄여서 쓰는게 좋을것 같아요~ 식기세척기 사용한지 좀 됐으면 통살균으로 내부 세척도 함 해보는게 좋아요,,,unrated
24-06-26,62350156,dw,dishwasher,SAMSUNG,,,ASIA,kr,cafe,naver_cafe,om,Neutral,use,Delivery_Installation,They told me not to put in coated frying pans or pots.,They told me not to put in coated frying pans or pots. It leaves stains and the coating peels off. ;,코팅 된 후라이펜이나 냄비는 넣지 말라고 하더라고요.. 얼룩도 남고 코팅도 벗겨진다고요..;,,,unrated
24-06-26,62350156,dw,dishwasher,SAMSUNG,,,ASIA,kr,cafe,naver_cafe,om,Negative,use,Performance_Washing,It leaves stains and the coating peels off. ;,They told me not to put in coated frying pans or pots. It leaves stains and the coating peels off. ;,코팅 된 후라이펜이나 냄비는 넣지 말라고 하더라고요.. 얼룩도 남고 코팅도 벗겨진다고요..;,,,unrated
