Date,Last Idx,Product Group Name,Product Name,Brand,Model Name,Model Code,Region,Country Code,Site Type,Site,Remarks,Sentiment,CEJ,Category,Sentence (English),Comments (English),Comments (Original),Verified Purchase,Syndication,Rating
23-11-14,56568017,dw,dishwasher,LG,Objet_collection,,ASIA,kr,blog,naver_blog,om,Neutral,,,How are you?,Hello. How are you? It was so helpful. Thank you for the good article~. . Good post! Nice~. Click on like and go,안녕하신가요 ㅎ너무 도움이 되었습니다좋은 글 감사합니다 ~ㅎ.ㅎ굿 포스팅!! 나이스~공감 클릭하고 갑니다 ๑˘ꇴ˘๑,,,unrated
23-11-14,56568017,dw,dishwasher,LG,Objet_collection,,ASIA,kr,blog,naver_blog,om,Positive,,Easy_Use,It was so helpful.,Hello. How are you? It was so helpful. Thank you for the good article~. . Good post! Nice~. Click on like and go,안녕하신가요 ㅎ너무 도움이 되었습니다좋은 글 감사합니다 ~ㅎ.ㅎ굿 포스팅!! 나이스~공감 클릭하고 갑니다 ๑˘ꇴ˘๑,,,unrated
23-11-14,56568017,dw,dishwasher,LG,Objet_collection,,ASIA,kr,blog,naver_blog,om,Positive,,,Thank you for the good article~. .,Hello. How are you? It was so helpful. Thank you for the good article~. . Good post! Nice~. Click on like and go,안녕하신가요 ㅎ너무 도움이 되었습니다좋은 글 감사합니다 ~ㅎ.ㅎ굿 포스팅!! 나이스~공감 클릭하고 갑니다 ๑˘ꇴ˘๑,,,unrated
23-11-14,56568017,dw,dishwasher,LG,Objet_collection,,ASIA,kr,blog,naver_blog,om,Positive,,,Good post!,Hello. How are you? It was so helpful. Thank you for the good article~. . Good post! Nice~. Click on like and go,안녕하신가요 ㅎ너무 도움이 되었습니다좋은 글 감사합니다 ~ㅎ.ㅎ굿 포스팅!! 나이스~공감 클릭하고 갑니다 ๑˘ꇴ˘๑,,,unrated
23-11-14,56568017,dw,dishwasher,LG,Objet_collection,,ASIA,kr,blog,naver_blog,om,Positive,,,Nice~. Click on like and go,Hello. How are you? It was so helpful. Thank you for the good article~. . Good post! Nice~. Click on like and go,안녕하신가요 ㅎ너무 도움이 되었습니다좋은 글 감사합니다 ~ㅎ.ㅎ굿 포스팅!! 나이스~공감 클릭하고 갑니다 ๑˘ꇴ˘๑,,,unrated
23-11-14,56568018,dw,dishwasher,LG,Objet_collection,,ASIA,kr,blog,naver_blog,om,Positive,,Delivery_Installation,It's already November 14th and I feel like every day is so precious!,It's already November 14th and I feel like every day is so precious! I hope you are always healthy and full of good things ^^,벌써 11월 14일이라니 하루하루가 너무 소중한 것 같아요! 항상 건강하시고 좋은 일 가득하시길 바라요 ^^,,,unrated
23-11-14,56568018,dw,dishwasher,LG,Objet_collection,,ASIA,kr,blog,naver_blog,om,Neutral,,,I hope you are always healthy and full of good things ^^,It's already November 14th and I feel like every day is so precious! I hope you are always healthy and full of good things ^^,벌써 11월 14일이라니 하루하루가 너무 소중한 것 같아요! 항상 건강하시고 좋은 일 가득하시길 바라요 ^^,,,unrated
23-11-14,56568016,dw,dishwasher,LG,Objet_collection,,ASIA,kr,blog,naver_blog,om,Neutral,,Easy_Use,"It's simpler than you think, right?","It's simpler than you think, right? It’s not difficult so give it a try! Except vinegar stinks.","생각보다 간단하네요? 어렵지않으니까 도전!식초는 냄새나니까빼고.,ㅎㅎㅎ",,,unrated
23-11-14,56568016,dw,dishwasher,LG,Objet_collection,,ASIA,kr,blog,naver_blog,om,Neutral,,Easy_Use,It’s not difficult so give it a try!,"It's simpler than you think, right? It’s not difficult so give it a try! Except vinegar stinks.","생각보다 간단하네요? 어렵지않으니까 도전!식초는 냄새나니까빼고.,ㅎㅎㅎ",,,unrated
23-11-14,56568016,dw,dishwasher,LG,Objet_collection,,ASIA,kr,blog,naver_blog,om,Negative,,Hygiene_Fresh,Except vinegar stinks.,"It's simpler than you think, right? It’s not difficult so give it a try! Except vinegar stinks.","생각보다 간단하네요? 어렵지않으니까 도전!식초는 냄새나니까빼고.,ㅎㅎㅎ",,,unrated
