Date,Last Idx,Product Group Name,Product Name,Brand,Model Name,Model Code,Region,Country Code,Site Type,Site,Remarks,Sentiment,CEJ,Category,Sentence (English),Comments (English),Comments (Original),Verified Purchase,Syndication,Rating
26-06-24,98137267,dw,top_control,BOSCH,500_series,SHP65DM5N,,us,retail,bosch_home_us,,Neutral,,Easy_Use,"But really, who decided we needed an APP to WASH DISHES?","[ Dishwasher is fine - HATE the app! ] || ---------------- || My old Bosch lasted 15+ years. Loved it. This dishwasher seems fine and I have high hopes it will go a long time. It washes dishes. It seems well built. I like the stainless interior, and it actually is more spacious than the old one. The silverware basket is too small, so I reused our old one. Otherwise it works fine. BUT the app almost made me return it. I always run it over night on delay, which you apparently can't do from the door panel anymore. Why? Its a dish washer, not the space shuttle. The app is an unnecessary complication just to wash dishes. Sometimes the dishwasher comes on at the right time, sometimes it doesn't. Sometimes the door opens at the end as it's supposed to, sometimes it doesn't. I'm sure somewhere in the 5 screens you have to click on I'm setting something wrong. The buttons and labels are far from intuitive. But really, who decided we needed an APP to WASH DISHES? Come on folks.","[ Dishwasher is fine - HATE the app! ] || ---------------- || My old Bosch lasted 15+ years. Loved it. This dishwasher seems fine and I have high hopes it will go a long time. It washes dishes. It seems well built. I like the stainless interior, and it actually is more spacious than the old one.  The silverware basket is too small, so I reused our old one. Otherwise it works fine.BUT the app almost made me return it. I always run it over night on delay, which you apparently can't do from the door panel anymore. Why? Its a dish washer, not the space shuttle. The app is an unnecessary complication just to wash dishes. Sometimes the dishwasher comes on at the right time, sometimes it doesn't. Sometimes the door opens at the end as it's supposed to, sometimes it doesn't. I'm sure somewhere in the 5 screens you have to click on I'm setting something wrong. The buttons and labels are far from intuitive. But really, who decided we needed an APP to WASH DISHES? Come on folks.",Not verified,,3.0
26-06-24,98137267,dw,top_control,BOSCH,500_series,SHP65DM5N,,us,retail,bosch_home_us,,Neutral,,,Come on folks.,"[ Dishwasher is fine - HATE the app! ] || ---------------- || My old Bosch lasted 15+ years. Loved it. This dishwasher seems fine and I have high hopes it will go a long time. It washes dishes. It seems well built. I like the stainless interior, and it actually is more spacious than the old one. The silverware basket is too small, so I reused our old one. Otherwise it works fine. BUT the app almost made me return it. I always run it over night on delay, which you apparently can't do from the door panel anymore. Why? Its a dish washer, not the space shuttle. The app is an unnecessary complication just to wash dishes. Sometimes the dishwasher comes on at the right time, sometimes it doesn't. Sometimes the door opens at the end as it's supposed to, sometimes it doesn't. I'm sure somewhere in the 5 screens you have to click on I'm setting something wrong. The buttons and labels are far from intuitive. But really, who decided we needed an APP to WASH DISHES? Come on folks.","[ Dishwasher is fine - HATE the app! ] || ---------------- || My old Bosch lasted 15+ years. Loved it. This dishwasher seems fine and I have high hopes it will go a long time. It washes dishes. It seems well built. I like the stainless interior, and it actually is more spacious than the old one.  The silverware basket is too small, so I reused our old one. Otherwise it works fine.BUT the app almost made me return it. I always run it over night on delay, which you apparently can't do from the door panel anymore. Why? Its a dish washer, not the space shuttle. The app is an unnecessary complication just to wash dishes. Sometimes the dishwasher comes on at the right time, sometimes it doesn't. Sometimes the door opens at the end as it's supposed to, sometimes it doesn't. I'm sure somewhere in the 5 screens you have to click on I'm setting something wrong. The buttons and labels are far from intuitive. But really, who decided we needed an APP to WASH DISHES? Come on folks.",Not verified,,3.0
26-06-24,98137269,dw,top_control,BOSCH,500_series,SHP65DM5N,,us,retail,bosch_home_us,,Neutral,decide,Performance_Washing,"After 12 years of having to rewash items after unloading our former dishwasher, I decided to buy a Bosch.","[ CLEAN AT LAST! ] || ---------------- || After 12 years of having to rewash items after unloading our former dishwasher, I decided to buy a Bosch. Wow! The difference is like night and day! Every single piece, including pots and casserole dishes (which I would never even think of attempting in our previous dishwasher), comes out spotlessly clean. It is truly unbelievable. The different drying options are nice, too, and plastic bowls/contsiners come out dry and ready to put away. To select different options can be a challenge as it is more high tech than just pushing buttons on a panel. As a non techie this was the only drawback. But Bosch offers terrific resources on their site for navigating through the steps and once you learn them it's simple. All in all, I cannot praise this dishwasher enough. I only wish I had purchased one years ago!","[ CLEAN AT LAST! ] || ---------------- || After 12 years of having to rewash items after unloading our former dishwasher, I decided to buy a Bosch. Wow!  The difference is like night and day!  Every single piece, including pots and casserole dishes (which I would never even think of attempting in our previous dishwasher), comes out spotlessly clean. It is truly unbelievable. The different drying options are nice, too, and plastic bowls/contsiners come out dry and ready to put away. To select different options can be a challenge as it is more high tech than just pushing buttons on a panel. As a non techie this was the only drawback. But Bosch offers terrific resources on their site for navigating through the steps and once you learn them it’s simple. All in all, I cannot praise this dishwasher enough. I only wish I had purchased one years ago!",Not verified,,5.0
26-06-24,98137269,dw,top_control,BOSCH,500_series,SHP65DM5N,,us,retail,bosch_home_us,,Positive,,,Wow!,"[ CLEAN AT LAST! ] || ---------------- || After 12 years of having to rewash items after unloading our former dishwasher, I decided to buy a Bosch. Wow! The difference is like night and day! Every single piece, including pots and casserole dishes (which I would never even think of attempting in our previous dishwasher), comes out spotlessly clean. It is truly unbelievable. The different drying options are nice, too, and plastic bowls/contsiners come out dry and ready to put away. To select different options can be a challenge as it is more high tech than just pushing buttons on a panel. As a non techie this was the only drawback. But Bosch offers terrific resources on their site for navigating through the steps and once you learn them it's simple. All in all, I cannot praise this dishwasher enough. I only wish I had purchased one years ago!","[ CLEAN AT LAST! ] || ---------------- || After 12 years of having to rewash items after unloading our former dishwasher, I decided to buy a Bosch. Wow!  The difference is like night and day!  Every single piece, including pots and casserole dishes (which I would never even think of attempting in our previous dishwasher), comes out spotlessly clean. It is truly unbelievable. The different drying options are nice, too, and plastic bowls/contsiners come out dry and ready to put away. To select different options can be a challenge as it is more high tech than just pushing buttons on a panel. As a non techie this was the only drawback. But Bosch offers terrific resources on their site for navigating through the steps and once you learn them it’s simple. All in all, I cannot praise this dishwasher enough. I only wish I had purchased one years ago!",Not verified,,5.0
26-06-24,98137269,dw,top_control,BOSCH,500_series,SHP65DM5N,,us,retail,bosch_home_us,,Neutral,use,,The difference is like night and day!,"[ CLEAN AT LAST! ] || ---------------- || After 12 years of having to rewash items after unloading our former dishwasher, I decided to buy a Bosch. Wow! The difference is like night and day! Every single piece, including pots and casserole dishes (which I would never even think of attempting in our previous dishwasher), comes out spotlessly clean. It is truly unbelievable. The different drying options are nice, too, and plastic bowls/contsiners come out dry and ready to put away. To select different options can be a challenge as it is more high tech than just pushing buttons on a panel. As a non techie this was the only drawback. But Bosch offers terrific resources on their site for navigating through the steps and once you learn them it's simple. All in all, I cannot praise this dishwasher enough. I only wish I had purchased one years ago!","[ CLEAN AT LAST! ] || ---------------- || After 12 years of having to rewash items after unloading our former dishwasher, I decided to buy a Bosch. Wow!  The difference is like night and day!  Every single piece, including pots and casserole dishes (which I would never even think of attempting in our previous dishwasher), comes out spotlessly clean. It is truly unbelievable. The different drying options are nice, too, and plastic bowls/contsiners come out dry and ready to put away. To select different options can be a challenge as it is more high tech than just pushing buttons on a panel. As a non techie this was the only drawback. But Bosch offers terrific resources on their site for navigating through the steps and once you learn them it’s simple. All in all, I cannot praise this dishwasher enough. I only wish I had purchased one years ago!",Not verified,,5.0
26-06-24,98137269,dw,top_control,BOSCH,500_series,SHP65DM5N,,us,retail,bosch_home_us,,Positive,use,Performance_Washing,"Every single piece, including pots and casserole dishes (which I would never even think of attempting in our previous dishwasher), comes out spotlessly clean.","[ CLEAN AT LAST! ] || ---------------- || After 12 years of having to rewash items after unloading our former dishwasher, I decided to buy a Bosch. Wow! The difference is like night and day! Every single piece, including pots and casserole dishes (which I would never even think of attempting in our previous dishwasher), comes out spotlessly clean. It is truly unbelievable. The different drying options are nice, too, and plastic bowls/contsiners come out dry and ready to put away. To select different options can be a challenge as it is more high tech than just pushing buttons on a panel. As a non techie this was the only drawback. But Bosch offers terrific resources on their site for navigating through the steps and once you learn them it's simple. All in all, I cannot praise this dishwasher enough. I only wish I had purchased one years ago!","[ CLEAN AT LAST! ] || ---------------- || After 12 years of having to rewash items after unloading our former dishwasher, I decided to buy a Bosch. Wow!  The difference is like night and day!  Every single piece, including pots and casserole dishes (which I would never even think of attempting in our previous dishwasher), comes out spotlessly clean. It is truly unbelievable. The different drying options are nice, too, and plastic bowls/contsiners come out dry and ready to put away. To select different options can be a challenge as it is more high tech than just pushing buttons on a panel. As a non techie this was the only drawback. But Bosch offers terrific resources on their site for navigating through the steps and once you learn them it’s simple. All in all, I cannot praise this dishwasher enough. I only wish I had purchased one years ago!",Not verified,,5.0
26-06-24,98137269,dw,top_control,BOSCH,500_series,SHP65DM5N,,us,retail,bosch_home_us,,Neutral,,,It is truly unbelievable.,"[ CLEAN AT LAST! ] || ---------------- || After 12 years of having to rewash items after unloading our former dishwasher, I decided to buy a Bosch. Wow! The difference is like night and day! Every single piece, including pots and casserole dishes (which I would never even think of attempting in our previous dishwasher), comes out spotlessly clean. It is truly unbelievable. The different drying options are nice, too, and plastic bowls/contsiners come out dry and ready to put away. To select different options can be a challenge as it is more high tech than just pushing buttons on a panel. As a non techie this was the only drawback. But Bosch offers terrific resources on their site for navigating through the steps and once you learn them it's simple. All in all, I cannot praise this dishwasher enough. I only wish I had purchased one years ago!","[ CLEAN AT LAST! ] || ---------------- || After 12 years of having to rewash items after unloading our former dishwasher, I decided to buy a Bosch. Wow!  The difference is like night and day!  Every single piece, including pots and casserole dishes (which I would never even think of attempting in our previous dishwasher), comes out spotlessly clean. It is truly unbelievable. The different drying options are nice, too, and plastic bowls/contsiners come out dry and ready to put away. To select different options can be a challenge as it is more high tech than just pushing buttons on a panel. As a non techie this was the only drawback. But Bosch offers terrific resources on their site for navigating through the steps and once you learn them it’s simple. All in all, I cannot praise this dishwasher enough. I only wish I had purchased one years ago!",Not verified,,5.0
26-06-24,98137269,dw,top_control,BOSCH,500_series,SHP65DM5N,,us,retail,bosch_home_us,,Positive,use,Performance_Drying,"The different drying options are nice, too, and plastic bowls/contsiners come out dry and ready to put away.","[ CLEAN AT LAST! ] || ---------------- || After 12 years of having to rewash items after unloading our former dishwasher, I decided to buy a Bosch. Wow! The difference is like night and day! Every single piece, including pots and casserole dishes (which I would never even think of attempting in our previous dishwasher), comes out spotlessly clean. It is truly unbelievable. The different drying options are nice, too, and plastic bowls/contsiners come out dry and ready to put away. To select different options can be a challenge as it is more high tech than just pushing buttons on a panel. As a non techie this was the only drawback. But Bosch offers terrific resources on their site for navigating through the steps and once you learn them it's simple. All in all, I cannot praise this dishwasher enough. I only wish I had purchased one years ago!","[ CLEAN AT LAST! ] || ---------------- || After 12 years of having to rewash items after unloading our former dishwasher, I decided to buy a Bosch. Wow!  The difference is like night and day!  Every single piece, including pots and casserole dishes (which I would never even think of attempting in our previous dishwasher), comes out spotlessly clean. It is truly unbelievable. The different drying options are nice, too, and plastic bowls/contsiners come out dry and ready to put away. To select different options can be a challenge as it is more high tech than just pushing buttons on a panel. As a non techie this was the only drawback. But Bosch offers terrific resources on their site for navigating through the steps and once you learn them it’s simple. All in all, I cannot praise this dishwasher enough. I only wish I had purchased one years ago!",Not verified,,5.0
26-06-24,98137269,dw,top_control,BOSCH,500_series,SHP65DM5N,,us,retail,bosch_home_us,,Neutral,use,Easy_Use,To select different options can be a challenge as it is more high tech than just pushing buttons on a panel.,"[ CLEAN AT LAST! ] || ---------------- || After 12 years of having to rewash items after unloading our former dishwasher, I decided to buy a Bosch. Wow! The difference is like night and day! Every single piece, including pots and casserole dishes (which I would never even think of attempting in our previous dishwasher), comes out spotlessly clean. It is truly unbelievable. The different drying options are nice, too, and plastic bowls/contsiners come out dry and ready to put away. To select different options can be a challenge as it is more high tech than just pushing buttons on a panel. As a non techie this was the only drawback. But Bosch offers terrific resources on their site for navigating through the steps and once you learn them it's simple. All in all, I cannot praise this dishwasher enough. I only wish I had purchased one years ago!","[ CLEAN AT LAST! ] || ---------------- || After 12 years of having to rewash items after unloading our former dishwasher, I decided to buy a Bosch. Wow!  The difference is like night and day!  Every single piece, including pots and casserole dishes (which I would never even think of attempting in our previous dishwasher), comes out spotlessly clean. It is truly unbelievable. The different drying options are nice, too, and plastic bowls/contsiners come out dry and ready to put away. To select different options can be a challenge as it is more high tech than just pushing buttons on a panel. As a non techie this was the only drawback. But Bosch offers terrific resources on their site for navigating through the steps and once you learn them it’s simple. All in all, I cannot praise this dishwasher enough. I only wish I had purchased one years ago!",Not verified,,5.0
26-06-24,98137269,dw,top_control,BOSCH,500_series,SHP65DM5N,,us,retail,bosch_home_us,,Negative,use,Easy_Use,As a non techie this was the only drawback.,"[ CLEAN AT LAST! ] || ---------------- || After 12 years of having to rewash items after unloading our former dishwasher, I decided to buy a Bosch. Wow! The difference is like night and day! Every single piece, including pots and casserole dishes (which I would never even think of attempting in our previous dishwasher), comes out spotlessly clean. It is truly unbelievable. The different drying options are nice, too, and plastic bowls/contsiners come out dry and ready to put away. To select different options can be a challenge as it is more high tech than just pushing buttons on a panel. As a non techie this was the only drawback. But Bosch offers terrific resources on their site for navigating through the steps and once you learn them it's simple. All in all, I cannot praise this dishwasher enough. I only wish I had purchased one years ago!","[ CLEAN AT LAST! ] || ---------------- || After 12 years of having to rewash items after unloading our former dishwasher, I decided to buy a Bosch. Wow!  The difference is like night and day!  Every single piece, including pots and casserole dishes (which I would never even think of attempting in our previous dishwasher), comes out spotlessly clean. It is truly unbelievable. The different drying options are nice, too, and plastic bowls/contsiners come out dry and ready to put away. To select different options can be a challenge as it is more high tech than just pushing buttons on a panel. As a non techie this was the only drawback. But Bosch offers terrific resources on their site for navigating through the steps and once you learn them it’s simple. All in all, I cannot praise this dishwasher enough. I only wish I had purchased one years ago!",Not verified,,5.0
26-06-24,98137269,dw,top_control,BOSCH,500_series,SHP65DM5N,,us,retail,bosch_home_us,,Positive,,Easy_Use,But Bosch offers terrific resources on their site for navigating through the steps and once you learn them it's simple.,"[ CLEAN AT LAST! ] || ---------------- || After 12 years of having to rewash items after unloading our former dishwasher, I decided to buy a Bosch. Wow! The difference is like night and day! Every single piece, including pots and casserole dishes (which I would never even think of attempting in our previous dishwasher), comes out spotlessly clean. It is truly unbelievable. The different drying options are nice, too, and plastic bowls/contsiners come out dry and ready to put away. To select different options can be a challenge as it is more high tech than just pushing buttons on a panel. As a non techie this was the only drawback. But Bosch offers terrific resources on their site for navigating through the steps and once you learn them it's simple. All in all, I cannot praise this dishwasher enough. I only wish I had purchased one years ago!","[ CLEAN AT LAST! ] || ---------------- || After 12 years of having to rewash items after unloading our former dishwasher, I decided to buy a Bosch. Wow!  The difference is like night and day!  Every single piece, including pots and casserole dishes (which I would never even think of attempting in our previous dishwasher), comes out spotlessly clean. It is truly unbelievable. The different drying options are nice, too, and plastic bowls/contsiners come out dry and ready to put away. To select different options can be a challenge as it is more high tech than just pushing buttons on a panel. As a non techie this was the only drawback. But Bosch offers terrific resources on their site for navigating through the steps and once you learn them it’s simple. All in all, I cannot praise this dishwasher enough. I only wish I had purchased one years ago!",Not verified,,5.0
