Date,Last Idx,Product Group Name,Product Name,Brand,Model Name,Model Code,Region,Country Code,Site Type,Site,Remarks,Sentiment,CEJ,Category,Sentence (English),Comments (English),Comments (Original),Verified Purchase,Syndication,Rating
24-03-03,61298694,dw,top_control,WHIRLPOOL,WDT750SAKZ,WDT750SAKZ,,us,retail,homedepot,,Neutral,,,"My wife has asked several times, ""Did you turn on the dishwasher""?","[ Quiet machine ] || ---------------- || Our new dishwasher was installed last month. The most remarkable thing is how quiet it is. My wife has asked several times, ""Did you turn on the dishwasher""?","[ Quiet machine ] || ---------------- || [This review was collected as part of a promotion.] Our new dishwasher was installed last month. The most remarkable thing is how quiet it is. My wife has asked several times, 'Did you turn on the dishwasher'?",,,5.0
24-03-03,61298707,dw,top_control,WHIRLPOOL,WDT750SAKZ,WDT750SAKZ,,us,retail,homedepot,,Very Positive,use,,Our new dishwasher is fantastic.,[ The features are great and washing a breeze ] || ---------------- || Our new dishwasher is fantastic. It is so quiet we hardly know that it is running. Love the adjustable second rack for higher pieces if needed. The third rack is awesome for those gadgets you neves know where to place! Dishes are sparkly clean. Love love this machine.,[ The features are great and washing a breeze ] || ---------------- || [This review was collected as part of a promotion.] Our new dishwasher is fantastic.  It is so quiet we hardly know that it is running.  Love the adjustable second rack for higher pieces if needed. The third rack is  awesome for those gadgets you neves know where to place! Dishes are sparkly clean.  Love love this machine.,,,5.0
24-03-03,61298707,dw,top_control,WHIRLPOOL,WDT750SAKZ,WDT750SAKZ,,us,retail,homedepot,,Positive,use,Noise_Vibration,It is so quiet we hardly know that it is running.,[ The features are great and washing a breeze ] || ---------------- || Our new dishwasher is fantastic. It is so quiet we hardly know that it is running. Love the adjustable second rack for higher pieces if needed. The third rack is awesome for those gadgets you neves know where to place! Dishes are sparkly clean. Love love this machine.,[ The features are great and washing a breeze ] || ---------------- || [This review was collected as part of a promotion.] Our new dishwasher is fantastic.  It is so quiet we hardly know that it is running.  Love the adjustable second rack for higher pieces if needed. The third rack is  awesome for those gadgets you neves know where to place! Dishes are sparkly clean.  Love love this machine.,,,5.0
24-03-03,61298707,dw,top_control,WHIRLPOOL,WDT750SAKZ,WDT750SAKZ,,us,retail,homedepot,,Positive,use,Easy_Use,Love the adjustable second rack for higher pieces if needed.,[ The features are great and washing a breeze ] || ---------------- || Our new dishwasher is fantastic. It is so quiet we hardly know that it is running. Love the adjustable second rack for higher pieces if needed. The third rack is awesome for those gadgets you neves know where to place! Dishes are sparkly clean. Love love this machine.,[ The features are great and washing a breeze ] || ---------------- || [This review was collected as part of a promotion.] Our new dishwasher is fantastic.  It is so quiet we hardly know that it is running.  Love the adjustable second rack for higher pieces if needed. The third rack is  awesome for those gadgets you neves know where to place! Dishes are sparkly clean.  Love love this machine.,,,5.0
24-03-03,61298707,dw,top_control,WHIRLPOOL,WDT750SAKZ,WDT750SAKZ,,us,retail,homedepot,,Very Positive,use,Easy_Use,The third rack is awesome for those gadgets you neves know where to place!,[ The features are great and washing a breeze ] || ---------------- || Our new dishwasher is fantastic. It is so quiet we hardly know that it is running. Love the adjustable second rack for higher pieces if needed. The third rack is awesome for those gadgets you neves know where to place! Dishes are sparkly clean. Love love this machine.,[ The features are great and washing a breeze ] || ---------------- || [This review was collected as part of a promotion.] Our new dishwasher is fantastic.  It is so quiet we hardly know that it is running.  Love the adjustable second rack for higher pieces if needed. The third rack is  awesome for those gadgets you neves know where to place! Dishes are sparkly clean.  Love love this machine.,,,5.0
24-03-03,61298707,dw,top_control,WHIRLPOOL,WDT750SAKZ,WDT750SAKZ,,us,retail,homedepot,,Positive,use,Performance_Washing,Dishes are sparkly clean.,[ The features are great and washing a breeze ] || ---------------- || Our new dishwasher is fantastic. It is so quiet we hardly know that it is running. Love the adjustable second rack for higher pieces if needed. The third rack is awesome for those gadgets you neves know where to place! Dishes are sparkly clean. Love love this machine.,[ The features are great and washing a breeze ] || ---------------- || [This review was collected as part of a promotion.] Our new dishwasher is fantastic.  It is so quiet we hardly know that it is running.  Love the adjustable second rack for higher pieces if needed. The third rack is  awesome for those gadgets you neves know where to place! Dishes are sparkly clean.  Love love this machine.,,,5.0
24-03-03,61298707,dw,top_control,WHIRLPOOL,WDT750SAKZ,WDT750SAKZ,,us,retail,homedepot,,Positive,use,,Love love this machine.,[ The features are great and washing a breeze ] || ---------------- || Our new dishwasher is fantastic. It is so quiet we hardly know that it is running. Love the adjustable second rack for higher pieces if needed. The third rack is awesome for those gadgets you neves know where to place! Dishes are sparkly clean. Love love this machine.,[ The features are great and washing a breeze ] || ---------------- || [This review was collected as part of a promotion.] Our new dishwasher is fantastic.  It is so quiet we hardly know that it is running.  Love the adjustable second rack for higher pieces if needed. The third rack is  awesome for those gadgets you neves know where to place! Dishes are sparkly clean.  Love love this machine.,,,5.0
24-03-03,61298734,dw,top_control,WHIRLPOOL,WDT750SAKZ,WDT750SAKZ,,us,retail,homedepot,,Positive,use,,So far so good.,So far so good. I really like the dishwasher; it actually gets my dishes clean. I like the features.,[This review was collected as part of a promotion.] So far so good. I really like the dishwasher; it actually gets my dishes clean. I like the features.,,,4.0
24-03-03,61298734,dw,top_control,WHIRLPOOL,WDT750SAKZ,WDT750SAKZ,,us,retail,homedepot,,Positive,use,Performance_Washing,I really like the dishwasher; it actually gets my dishes clean.,So far so good. I really like the dishwasher; it actually gets my dishes clean. I like the features.,[This review was collected as part of a promotion.] So far so good. I really like the dishwasher; it actually gets my dishes clean. I like the features.,,,4.0
24-03-03,61298734,dw,top_control,WHIRLPOOL,WDT750SAKZ,WDT750SAKZ,,us,retail,homedepot,,Positive,use,,I like the features.,So far so good. I really like the dishwasher; it actually gets my dishes clean. I like the features.,[This review was collected as part of a promotion.] So far so good. I really like the dishwasher; it actually gets my dishes clean. I like the features.,,,4.0
